,Event.ID,daily.count,Event.Date,Source.Name,Source.Sectors,Source.Country,Event.Text,CAMEO.Code,Intensity,Target.Name,Target.Sectors,target.recode,Target.Country,Story.ID,Sentence.Number,Publisher,City,District,Province,Country,Latitude,Longitude
305384,20076016,4,6/4/13,Jos̩ Renan Vasconcelos Calheiros,"Ideological,Centrist,(National) Major Party,Parties",Brazil,Express intent to meet or negotiate,36,4,Brazil,,NA,Brazil,27167171,3,O Globo,Bahia,Santana Do Acarau,Estado do Ceara,Brazil,-3.55,-40.2433
305795,20076458,4,6/4/13,Xi Jinping,"Executive,Legislative / Parliamentary,Government,Executive Office,Parties,(National) Major Party,Military,Government Major Party (In Government),Elite,Unicameral",China,Make a visit,42,1.9,Latin America,,NA,,27168105,1,China Daily,,,Latin America and the Caribbean,Brazil,-8.05923,-72.5977
312313,20088795,4,6/7/13,Antonio Patriota,"Government,Executive,Cabinet,Foreign Ministry",Brazil,Praise or endorse,51,3.4,Guatemala,,NA,Guatemala,27152682,5,Folha de Ṣo Paulo,Belo Monte,Belo Monte,Estado de Alagoas,Brazil,-9.82833,-37.28
312317,20088798,4,6/7/13,Dilma Rousseff,"Elite,Executive,Ideological,(National) Major Party,Parties,Far Left,Government,Executive Office",Brazil,Make a visit,42,1.9,Brazil,,NA,Brazil,27152684,3,Folha de Ṣo Paulo,Santa Catarina,Prata,Estado da Paraiba,Brazil,-7.76667,-37.1
312485,20088986,4,6/7/13,Thief (Brazil),"Dissident,Criminals / Gangs",Brazil,Occupy territory,192,-9.5,Brazil,,NA,Brazil,27153007,3,All Africa,,Embu,Estado de Sao Paulo,Brazil,-23.6466,-46.8539
312487,20088985,4,6/7/13,Thief (Brazil),"Dissident,Criminals / Gangs",Brazil,Use unconventional violence,180,-9,Brazil,,NA,Brazil,27153007,4,All Africa,,Embu,Estado de Sao Paulo,Brazil,-23.6466,-46.8539
324876,20114329,4,6/14/13,Protester (Brazil),"Protestors / Popular Opposition / Mobs,Dissident",Brazil,Demonstrate or rally,141,-6.5,Police (Brazil),"Police (Military, Civil)","Police (Military, Civil)",Brazil,27198834,5,Agencia EFE - Servi̤o em portugu̻s,Sao Paulo,Sao Paulo,Estado de Sao Paulo,Brazil,-23.5475,-46.6361
324984,20114476,4,6/14/13,Activist (Brazil),"Human Rights IGOs,Nongovernmental Organizations / Activists,Nongovernmental Organization (International),Human Rights NGOs",Brazil,"Protest violently, riot",145,-7.5,Police (Brazil),"Police (Military, Civil)","Police (Military, Civil)",Brazil,27199139,4,ANSA - Spanish Service (BASP),,,,Brazil,-15.8307,-47.6127
325638,20115194,4,6/14/13,Protester (Brazil),"Protestors / Popular Opposition / Mobs,Dissident",Brazil,"Protest violently, riot",145,-7.5,Police (Brazil),"Police (Military, Civil)","Police (Military, Civil)",Brazil,27200653,1,ANSA - Spanish Service (BASP),Sao Paulo,Sao Paulo,Estado de Sao Paulo,Brazil,-23.5475,-46.6361
326180,20115794,4,6/14/13,Protester (Brazil),"Protestors / Popular Opposition / Mobs,Dissident",Brazil,Demonstrate or rally,141,-6.5,Military Police (Brazil),"Police (Military, Civil)","Police (Military, Civil)",Brazil,27201880,3,Agence France-Presse,Sao Paulo,Sao Paulo,Estado de Sao Paulo,Brazil,-23.5475,-46.6361
327160,20118051,4,6/15/13,Activist (Brazil),"Human Rights IGOs,Nongovernmental Organizations / Activists,Nongovernmental Organization (International),Human Rights NGOs",Brazil,Demonstrate or rally,141,-6.5,Unspecified Actor,Unspecified,Unidentified/Unspecified,,27196362,6,ANSA - Spanish Service (BASP),,,,Brazil,-15.8307,-47.6127
327512,20118421,4,6/15/13,Citizen (Brazil),"General Population / Civilian / Social,Social",Brazil,Demonstrate or rally,141,-6.5,Unspecified Actor,Unspecified,Unidentified/Unspecified,,27197145,3,O Estado de Ṣo Paulo,Sao Paulo,Sao Paulo,Estado de Sao Paulo,Brazil,-23.5475,-46.6361
327653,20118565,4,6/15/13,Citizen (Brazil),"General Population / Civilian / Social,Social",Brazil,Demonstrate or rally,141,-6.5,Unspecified Actor,Unspecified,Unidentified/Unspecified,,27197413,4,Folha de Ṣo Paulo,Paulista,Paulista,Estado de Pernambuco,Brazil,-7.94083,-34.8731
327736,20118657,4,6/15/13,Citizen (Brazil),"General Population / Civilian / Social,Social",Brazil,Demonstrate or rally,141,-6.5,Unspecified Actor,Unspecified,Unidentified/Unspecified,,27197655,4,O Globo,Sao Paulo,Sao Paulo,Estado de Sao Paulo,Brazil,-23.5475,-46.6361
334974,20134702,4,6/19/13,Citizen (Brazil),"Social,General Population / Civilian / Social",Brazil,Make pessimistic comment,12,-0.4,Government (Brazil),Government,Government (General),Brazil,27255044,6,AP Spanish Worldstream,Sao Paulo,Sao Paulo,Estado de Sao Paulo,Brazil,-23.5475,-46.6361
335140,20134912,4,6/19/13,Protester (Brazil),"Dissident,Protestors / Popular Opposition / Mobs",Brazil,Demonstrate or rally,141,-6.5,Police (Brazil),"Police (Military, Civil)","Police (Military, Civil)",Brazil,27255410,2,ANSA - Spanish Service (BASP),Fortaleza,Fortaleza,Estado do Ceara,Brazil,-3.71722,-38.5431
335257,20135038,4,6/19/13,Protester (Brazil),"Dissident,Protestors / Popular Opposition / Mobs",Brazil,"Protest violently, riot",145,-7.5,Police (Brazil),"Police (Military, Civil)","Police (Military, Civil)",Brazil,27255574,1,FARS News Agency,,,,Brazil,-15.8307,-47.6127
336086,20135941,4,6/19/13,Citizen (Brazil),"Social,General Population / Civilian / Social",Brazil,Criticize or denounce,111,-2,Government (Brazil),Government,Government (General),Brazil,27257240,6,O Estado de Ṣo Paulo,Cardoso,Borba,Estado do Amazonas,Brazil,-4.2,-59.25
336090,20135945,4,6/19/13,City Mayor (Brazil),"Municipal,Local,Government",Brazil,Meet at a 'third' location,44,2.5,Dilma Rousseff,"(National) Major Party,Parties,Elite,Far Left,Government,Executive,Ideological,Executive Office",Political Party,Brazil,27257262,2,O Estado de Ṣo Paulo,Congonhas,Ponta Grossa,Estado do Parana,Brazil,-25.0667,-50.25
336093,20135946,4,6/19/13,Citizen (Brazil),"Social,General Population / Civilian / Social",Brazil,Accuse,112,-2,Worker's Party,"Far Left,(National) Major Party,Parties,Ideological",Political Party,Brazil,27257262,5,O Estado de Ṣo Paulo,Brasilia,Brasilia,Distrito Federal,Brazil,-15.7797,-47.9297
336445,20136329,4,6/19/13,Brazil,,Brazil,Host a visit,43,2.8,Dilma Rousseff,"(National) Major Party,Parties,Elite,Far Left,Government,Executive,Ideological,Executive Office",Political Party,Brazil,27257866,3,Folha de Ṣo Paulo,Sao Paulo,Sao Paulo,Estado de Sao Paulo,Brazil,-23.5475,-46.6361
336447,20136330,4,6/19/13,Activist (Brazil),"Nongovernmental Organizations / Activists,Nongovernmental Organization (International),Human Rights IGOs,Human Rights NGOs",Brazil,Reject,120,-4,Party Member (Brazil),Parties,Political Party,Brazil,27257889,6,Folha de Ṣo Paulo,,,,Brazil,-15.8307,-47.6127
336725,20136621,4,6/19/13,City Mayor (Brazil),"Municipal,Local,Government",Brazil,Criticize or denounce,111,-2,Government (Brazil),Government,Government (General),Brazil,27258274,3,O Globo,Sao Paulo,Sao Paulo,Estado de Sao Paulo,Brazil,-23.5475,-46.6361
336726,20136620,4,6/19/13,Governor (Brazil),"Provincial,Local,Government",Brazil,Criticize or denounce,111,-2,Government (Brazil),Government,Government (General),Brazil,27258274,3,O Globo,Sao Paulo,Sao Paulo,Estado de Sao Paulo,Brazil,-23.5475,-46.6361
336957,20136862,4,6/19/13,Protester (Brazil),"Dissident,Protestors / Popular Opposition / Mobs",Brazil,Demonstrate or rally,141,-6.5,Military Police (Brazil),"Police (Military, Civil)","Police (Military, Civil)",Brazil,27258846,3,Deutsche Welle,Porto Alegre,Porto Alegre,Estado do Rio Grande do Sul,Brazil,-30.0331,-51.23
337266,20137190,4,6/19/13,Children (Brazil),"Social,General Population / Civilian / Social",Brazil,Use unconventional violence,180,-9,Police (Brazil),"Government,Police","Police (Military, Civil)",Brazil,27261100,2,The Australian,Sao Paulo,Sao Paulo,Estado de Sao Paulo,Brazil,-23.5475,-46.6361
337438,20139397,4,6/20/13,Protester (Brazil),"Dissident,Protestors / Popular Opposition / Mobs",Brazil,Demonstrate or rally,141,-6.5,Police (Brazil),"Police (Military, Civil)","Police (Military, Civil)",Brazil,27247120,4,Al Jazeera English,Rio de Janeiro,Rio De Janeiro,Estado do Rio de Janeiro,Brazil,-22.9028,-43.2075
338287,20140428,4,6/20/13,Protester (Brazil),"Dissident,Protestors / Popular Opposition / Mobs",Brazil,Demonstrate or rally,141,-6.5,Police (Brazil),"Police (Military, Civil)","Police (Military, Civil)",Brazil,27252220,5,El Comercio,,,,Brazil,-15.8307,-47.6127
338414,20140567,4,6/20/13,Protester (Brazil),"Dissident,Protestors / Popular Opposition / Mobs",Brazil,Demonstrate or rally,141,-6.5,Police (Brazil),"Police (Military, Civil)","Police (Military, Civil)",Brazil,27252576,2,O Estado de Ṣo Paulo,Niteroi,Porto Da Folha,Estado de Sergipe,Brazil,-9.76667,-37.4333
338882,20141063,4,6/20/13,Protester (Brazil),"Dissident,Protestors / Popular Opposition / Mobs",Brazil,Demonstrate or rally,141,-6.5,Police (Brazil),"Police (Military, Civil)","Police (Military, Civil)",Brazil,27253621,4,O Globo,Fortaleza,Fortaleza,Estado do Ceara,Brazil,-3.71722,-38.5431
340063,20144157,4,6/21/13,Antonio Patriota,"Government,Foreign Ministry,Cabinet,Executive",Brazil,Demand,100,-5,Government (Brazil),Government,Government (General),Brazil,27247098,2,Agencia EFE - Servi̤o em portugu̻s,Pedro II,Pedro Ii,Estado do Piaui,Brazil,-4.42472,-41.4586
340527,20144669,4,6/21/13,Dilma Rousseff,"(National) Major Party,Parties,Elite,Far Left,Government,Executive,Ideological,Executive Office",Brazil,Express intent to meet or negotiate,36,4,Ministry (Brazil),Government,Government (General),Brazil,27248205,5,O Estado de Ṣo Paulo,Brasilia,Brasilia,Distrito Federal,Brazil,-15.7797,-47.9297
340543,20144686,4,6/21/13,Dilma Rousseff,"(National) Major Party,Parties,Elite,Far Left,Government,Executive,Ideological,Executive Office",Brazil,Praise or endorse,51,3.4,Ministry (Brazil),Government,Government (General),Brazil,27248270,6,Agence France-Presse,Rio de Janeiro,Rio De Janeiro,Estado do Rio de Janeiro,Brazil,-22.9028,-43.2075
340921,20145096,4,6/21/13,S̩rgio de Oliveira Cabral Santos Filho,"Provincial,Ideological,Local,(National) Major Party,Parties,Government,Centrist",Brazil,Discuss by telephone,41,1,Ministry (Brazil),Government,Government (General),Brazil,27249075,2,O Globo,Presidente Vargas,Presidente Vargas,Estado do Maranhao,Brazil,-3.40694,-44.0239
341688,20147103,4,6/22/13,Citizen (Brazil),"Social,General Population / Civilian / Social",Brazil,Criticize or denounce,111,-2,Government (Brazil),Government,Government (General),Brazil,27243563,5,Agencia EFE - Servi̤o em portugu̻s,,,,Brazil,-15.8307,-47.6127
341706,20147130,4,6/22/13,Dilma Rousseff,"(National) Major Party,Parties,Elite,Far Left,Government,Executive,Ideological,Executive Office",Brazil,Engage in negotiation,46,7,Ministry (Brazil),Government,Government (General),Brazil,27243953,1,Calgary Herald,,,,Brazil,-15.8307,-47.6127
342387,20147885,4,6/22/13,Brazil,,Brazil,Make an appeal or request,20,3,Government (Brazil),Government,Government (General),Brazil,27245246,1,Indo-Asian News Service,Rio de Janeiro,Rio De Janeiro,Estado do Rio de Janeiro,Brazil,-22.9028,-43.2075
342445,20147948,4,6/22/13,Dilma Rousseff,"(National) Major Party,Parties,Elite,Far Left,Government,Executive,Ideological,Executive Office",Brazil,Host a visit,43,2.8,Ministry (Australia),Government,Government (General),Australia,27245386,6,O Globo,,,,Brazil,-15.8307,-47.6127
342931,20149486,4,6/23/13,Dilma Rousseff,"(National) Major Party,Parties,Elite,Far Left,Government,Executive,Ideological,Executive Office",Brazil,Express intent to meet or negotiate,36,4,Citizen (Brazil),"Social,General Population / Civilian / Social",General Population/Civilian,Brazil,27241305,4,China Daily,,,,Brazil,-15.8307,-47.6127
342943,20149502,4,6/23/13,Dilma Rousseff,"(National) Major Party,Parties,Elite,Far Left,Government,Executive,Ideological,Executive Office",Brazil,Express intent to meet or negotiate,36,4,Citizen (Brazil),"Social,General Population / Civilian / Social",General Population/Civilian,Brazil,27241488,6,Agencia EFE - Servi̤o em portugu̻s,Rio de Janeiro,Rio De Janeiro,Estado do Rio de Janeiro,Brazil,-22.9028,-43.2075
343140,20149730,4,6/23/13,Police (Brazil),"Government,Police",Brazil,Use conventional military force,190,-10,Citizen (Brazil),"Social,General Population / Civilian / Social",General Population/Civilian,Brazil,27242017,6,ANSA - Spanish Service (BASP),Federal University of Rio de Janeiro,Rio De Janeiro,Estado do Rio de Janeiro,Brazil,-22.8629,-43.2288
343141,20149729,4,6/23/13,Citizen (Brazil),"Social,General Population / Civilian / Social",Brazil,"Protest violently, riot",145,-7.5,Police (Brazil),"Government,Police","Police (Military, Civil)",Brazil,27242017,6,ANSA - Spanish Service (BASP),Federal University of Rio de Janeiro,Rio De Janeiro,Estado do Rio de Janeiro,Brazil,-22.8629,-43.2288
343396,20150021,4,6/23/13,Protester (Brazil),"Dissident,Protestors / Popular Opposition / Mobs",Brazil,"Protest violently, riot",145,-7.5,Police (Brazil),"Police (Military, Civil)","Police (Military, Civil)",Brazil,27242545,1,AAP Bulletins,,,,Brazil,-15.8307,-47.6127
343451,20150077,4,6/23/13,Police (Brazil),"Government,Police",Brazil,Use conventional military force,190,-10,Citizen (Brazil),"Social,General Population / Civilian / Social",General Population/Civilian,Brazil,27242634,2,ANSA - Spanish Service (BASP),Brasilia,Brasilia,Distrito Federal,Brazil,-15.7797,-47.9297
343452,20150076,4,6/23/13,Citizen (Brazil),"Social,General Population / Civilian / Social",Brazil,"Protest violently, riot",145,-7.5,Police (Brazil),"Government,Police","Police (Military, Civil)",Brazil,27242634,2,ANSA - Spanish Service (BASP),Brasilia,Brasilia,Distrito Federal,Brazil,-15.7797,-47.9297
343586,20150216,4,6/23/13,Protester (Brazil),"Dissident,Protestors / Popular Opposition / Mobs",Brazil,"Protest violently, riot",145,-7.5,Police (Brazil),"Police (Military, Civil)","Police (Military, Civil)",Brazil,27242879,1,ANSA - Spanish Service (BASP),Brasilia,Brasilia,Distrito Federal,Brazil,-15.7797,-47.9297
344758,20152014,4,6/24/13,Protester (Madagascar),"Dissident,Protestors / Popular Opposition / Mobs",Madagascar,Demonstrate or rally,141,-6.5,Police (Madagascar),"Government,Police","Police (Military, Civil)",Madagascar,27239617,4,The Mercury,Salvador,Salvador,Estado da Bahia,Brazil,-12.9711,-38.5108
345285,20152567,4,6/24/13,Brazil,,Brazil,Host a visit,43,2.8,Dilma Rousseff,"(National) Major Party,Parties,Elite,Far Left,Government,Executive,Ideological,Executive Office",Political Party,Brazil,27240524,6,El Cronista,Planalto,Crissiumal,Estado do Rio Grande do Sul,Brazil,-27.45,-54.1825
345875,20153184,4,6/24/13,Protester (Madagascar),"Dissident,Protestors / Popular Opposition / Mobs",Madagascar,Demonstrate or rally,141,-6.5,Police (Madagascar),"Government,Police","Police (Military, Civil)",Madagascar,27242488,3,The Australian,Sao Paulo,Sao Paulo,Estado de Sao Paulo,Brazil,-23.5475,-46.6361
